sentence,relation,head,head_offset,tail,tail_offset
"视听海南是海南网络广播电视台旗下的无线品牌，拥有手机电视、无线互动等多项业务。~直播、点播、下载、互动，随时随地，随心随手。~由海南广播电视总台打造的手机视频在线播放平台,采用最新的流媒体技术,集成海南广播电视总台的优质视音频直播信号24小时不间断直播.",交互模式,视听海南,0,播、点播、下载、互动，,41
通过与TED合作的“跟随TED讲座学习英语”应用程序将思想世界带入课堂。~跟随TED学习英语是国家地理学习集团的《学习英语》课程的补充资源。~这个基于视频的语言学习应用程序可以帮助学习者理解和讨论来自TED演讲的所传递的思想。~借助易于使用的课堂资源，通过TED英语来学习英语语言课程，激发学习者用英语发现自己，发现世界的动力。~本应用由清华大学出版社和国家地理学习集体共同开发。~,交互模式,跟随TED讲座学习英语,10,的语,77
“知东营”于2018年6月开始试运营，内容涵盖东营区广播电视台电视、广播三个频道实时直播；国际、国内以及我区新闻咨询图文发布、还包含观卫视、镇街在线、企业风、志愿之城、为你诵读、云直播等,交互模式,“知东营”,0,云直播,89
禄劝融媒是禄劝县融媒体中心倾力打造的服务和信息聚合平台，具备全媒体资讯发布、本地化生活服务指引等功能，为区域内居民提供及时有效的服务资讯。,开发者,禄劝融媒,0,禄劝县融媒体中心,5
“渤海保呗”是渤海人寿保险股份有限公司旗下互联网保险服务平台，致力于普及保险知识，让民众更了解保险。功能包括：知识分享，在线投保，在线保单服务等。“渤海保呗”正处于快速发展期，每天给您不一样的体验。,所属公司,渤海保呗,1,渤海人寿保险股份有限公司,7
《养鸟人》APP为成都云传承科技有限公司开发，是中国首款基于手机终端开发的鸟界APP论坛软件，旨在为广大养鸟爱好者提供一个专业的互联网平台和纯净养鸟人社区。,版权,养鸟人,1,成都云传承科技有限公司,9
库客音乐app，国内最专业的古典音乐数字图书馆,交互模式,库客音乐,0,古典音乐,14
实惠喵-网购达人必不可少的省钱神器。~【1元包邮】天天1元购，好物买不停。~【现金补贴】1亿补贴，天天最低价。~【天天领钱】每日签到领现金，累积1元即可提现。~【一键搜券】发现网购大额隐藏优惠。~先领券，更省钱，比京东/淘宝/天猫直接购物便宜10%~95%。~,交互模式,实惠喵,0,网购,4
全民创是一家生活电商平台，平台有话费充值，加油，餐饮娱乐，服装百货，商超等商家服务，本地生活的刚需。~用户在消费中收益，在推荐中创业赚过去赚不到的钱。~全民创帮助实体商家在原有的业务基础上增加新的流量及盈利边际，更能增加商家的跨界收益。~,应用平台,全民创,0,生活电商平台,6
渤海证券综合APP是渤海证券专为广大股民打造的一款集股票开户、股票交易、股市行情、业务办理等为一体的综合投资理财平台。,开发者,渤海证券综合,0,渤海证券,10
呼我司机小桔版是由重庆呼我出行网络科技有限公司开发的一款专业的出行服务软件。海量订单，多种选择。接单更快捷，赚钱更省心。,所属公司,呼我司机小桔版,0,重庆呼我出行网络科技有限公司,9
e建通，是江苏易用科技专为建筑企业打造的一个工作沟通，协同，智慧办公平台，帮助数千万企业降低沟通，协同，管理成本，提升办公效率，实现数字化新工作方式。,所属公司,e建通,0,江苏易用科技,5
收银宝是一款高效、便捷的收银产品，为商户提供无卡收银，流水查询等一站式收银解决方案。,交互模式,收银宝,0,收银,12
AutoLink为安图实验仪器（郑州）有限公司自主研发的一款远程服务管理系统，该应用通过对海量数据的智能化分析，实现设备预警、远程修复、提供设备使用管理等智能化的创新服务，提升产品服务质量和客户体验。,所属公司,AutoLink,0,安图实验仪器（郑州）有限公司,9
精装水电工商app是专门维修水电抢单派单装修服务平台附近接活附近派台找人干活服务便宜更省心走到哪里哪里接单（应用场景）：接单客户需求（适用地区）：城市市场乡镇农村（适用人群）：个人家居企业工厂主要功能：接单派单抢单定位导航电话客户需求发布,应用平台,精装水电工商app,0,装修服务平台,20
“行啊”是中国航信研制开发的专门面向国内企事业单位出行的线上差旅系统，拥有机票预订、酒店预订、行程管理、审批管理、差旅管理、差旅统计等服务功能，具有便捷、安全、高效、价格透明的特点，并提供7*24小时全天候预订、咨询服务，无需企业IT运维管理。~【该应用只针对特定用户使用，无注册功能】,所属公司,行啊,1,中国航信,5
【扳手网批—家维人的专属地盘】中国领先的第三方家电售后服务平台，是一款集团购，购物。~对接多家家电厂商电器安装、维修、清洗保养、延保、退换机（买断）、机器鉴定、送装一体等工单。~【联系我们】如在使用过程中遇到什么问题，请及时联系我们客服微信：banshou999官方微信：扳手平台（wxh_wd）官方QQ群：705373580扳手官网：www.ibanshou.cn,应用平台,扳手网,1,家电售后服务平台,23
国际通信是一款境外低成本上网、拨打电话，同时具有翻译、保险、救援、景点讲解等功能的出游必备工具。~1、全球流量覆盖全球近50个国家及地区，且不断增加中，无限流量低至10元/天。~2、全球语音覆盖全球230多个国家及地区，拨打大陆0.29元/分钟。~3、全球紧急救援电话、短信、公众号多种方式触发救援服务，可授权亲友查看出行轨迹，出行有保障，家人更放心。~,交互模式,国际通信,0,上网、拨打,12
小猫爱车是一款自动停车类功能软件，解决进出停车场需要取卡停车的难题，以手机APP与停车场智能系统相结合，自动扣费。新增许多车主服务，打造一个全方位的服务型平台。,应用平台,小猫爱车,0,服务型平台,74
“扎西秀”将是西藏自治区第一款真正意义上的移动互联网产品，它的推出，将让更多的人爱上西藏的民族文化、民族音乐、民族舞蹈以及西藏早已闻名的壮丽风光。来“扎西秀”秀出你自己的风采，你会爱上这快神秘的土地。,交互模式,扎西秀,1,民族文化、民族音乐,45
"车惠通是由宁波呈量电子商务有限公司自主研发的一款提供汽车用户后市场服务的App该App可以方便,快捷,优惠的在线充值中石油，中石化加油卡，有不同套餐，不同优惠可供用户选择功能介绍：1、套餐充值，套餐直冲2、商城购买3、实时查询当地油价4、查询当前订单信息和商城订单信息",版权,车惠通,0,宁波呈量电子商务有限公司,5
“飞驰出行”这一系列“互联网＋”、“分享经济”、“新能源”、“大数据”等属性为一体的创新产品服务的关注与支持。~“共享单车”作为移动互联网技术进步的重要产物，其“分享经济”的属性深受国家支持和群众认可。~自隶属于杭州飞驰行科技有限公司旗下电动车租赁品牌”。~,所属公司,飞驰出行,1,飞驰行科技有限公司旗下,108
“淄博服务”APP是一款专为淄博市民精心打造的全覆盖、全主题、全方位一站式的智能信息化城市生活服务平台。,应用平台,淄博服务,1,智能信息化城市生活服务平台,38
人事邦是一款集成了人资管理功能和员工福利商场的综合性、创新型移动平台，本应用不仅支持企业对员工以及企业日常事务的各项管理，而且企业还可以通过本平台向客户发放福利，且本平台的各层级用户也可通过商城功能购买商品。~人资管理服务功能只针对企业用户开设，个人用户享受其中商城功能。~,应用平台,人事邦,0,创新型移动平台,27
传奇医药APP是一款医药健康行业招商社交软件，新增视频招商，助力用户产品精准推广、传播、人脉拓展，每天30万药代人在线找产品！,用户数量,传奇医药APP,0,30万,51
微草世界整合各大电商平台爆款，打造精品爆款的电商平台，通过社交电商和短视频内容营销策略，帮助亿万消费者购买高折扣的商品。,应用平台,微草世界,0,电商平台,22
